,row_id,user_id,category_id,video_id,age,followers,views,gender_Female,gender_Male,profession_Other,profession_Student,profession_Working Professional,engagement_score
4510,93708,917,11,77,24,250,180,0,1,1,0,0,3
4511,93709,10932,25,138,24,240,317,1,0,0,0,1,3
4512,93710,2223,8,125,37,280,628,1,0,1,0,0,3
4513,93711,9854,11,40,13,250,180,0,1,0,1,0,4
4514,93712,5334,4,64,27,230,781,0,1,1,0,0,3
4515,93713,10930,11,23,23,250,180,1,0,0,1,0,4
4516,93714,22563,15,33,17,340,662,1,0,0,1,0,3
4517,93715,14673,8,67,18,280,628,0,1,0,1,0,4
4518,93716,23021,25,138,33,240,317,0,1,0,0,1,3
4519,93717,20656,8,67,36,280,628,1,0,1,0,0,3
4520,93718,13407,34,94,25,230,840,1,0,0,1,0,2
4521,93719,20404,29,82,38,260,52,0,1,0,0,1,3
4522,93720,14965,25,61,26,240,317,1,0,1,0,0,2
4523,93721,27017,34,115,10,230,840,0,1,0,1,0,4
4524,93722,16928,31,86,17,230,156,1,0,0,1,0,4
4525,93723,24644,34,96,27,230,840,1,0,1,0,0,2
4526,93724,7843,21,143,21,320,909,1,0,0,1,0,2
4527,93725,141,7,13,28,160,467,0,1,0,1,0,3
4528,93726,11045,16,98,41,270,462,0,1,0,0,1,3
4529,93727,15631,31,85,28,230,156,1,0,1,0,0,3
4530,93728,928,8,17,30,280,628,0,1,1,0,0,3
4531,93729,3485,8,146,21,280,628,0,1,0,1,0,4
4532,93730,22943,5,89,24,240,229,1,0,0,0,1,3
4533,93731,25207,31,152,14,230,156,0,1,0,1,0,4
4534,93732,4972,19,45,30,230,369,1,0,1,0,0,3
4535,93733,9246,8,39,18,280,628,0,1,0,1,0,4
4536,93734,9225,8,74,17,280,628,1,0,0,1,0,2
4537,93735,20266,5,172,16,240,229,0,1,0,1,0,4
4538,93736,3166,34,94,18,230,840,1,0,0,1,0,2
4539,93737,397,32,92,42,330,714,0,1,1,0,0,3
4540,93738,25531,11,40,11,250,180,1,0,0,1,0,2
4541,93739,18917,34,115,34,230,840,1,0,0,0,1,1
4542,93740,3679,18,59,25,180,444,1,0,1,0,0,3
4543,93741,2303,8,101,37,280,628,0,1,0,0,1,3
4544,93742,19692,16,97,28,270,462,1,0,0,0,1,3
4545,93743,24936,11,22,22,250,180,1,0,0,0,1,3
4546,93744,12905,5,91,21,240,229,1,0,0,1,0,4
4547,93745,16592,25,140,15,240,317,1,0,0,1,0,2
4548,93746,18429,4,6,28,230,781,1,0,1,0,0,2
4549,93747,19862,34,115,21,230,840,0,1,0,1,0,3
4550,93748,25599,11,66,26,250,180,0,1,0,0,1,3
4551,93749,20732,11,23,32,250,180,1,0,1,0,0,3
4552,93750,10124,12,42,17,180,138,0,1,0,1,0,4
4553,93751,19016,8,74,17,280,628,0,1,0,1,0,3
4554,93752,16891,12,24,11,180,138,1,0,0,1,0,2
4555,93753,18426,31,86,26,230,156,0,1,1,0,0,3
4556,93754,12557,25,61,22,240,317,0,1,0,1,0,4
4557,93755,24634,19,45,21,230,369,1,0,0,1,0,2
4558,93756,15998,5,55,14,240,229,0,1,0,1,0,4
4559,93757,24613,25,138,18,240,317,1,0,0,1,0,2
4560,93758,17516,11,22,16,250,180,0,1,0,1,0,4
4561,93759,11513,5,9,12,240,229,0,1,0,1,0,4
4562,93760,21171,5,158,20,240,229,0,1,0,1,0,4
4563,93761,12912,5,57,20,240,229,1,0,0,0,1,3
4564,93762,16263,5,87,14,240,229,0,1,0,1,0,4
4565,93763,22055,25,138,22,240,317,1,0,0,1,0,2
4566,93764,7157,5,163,31,240,229,1,0,1,0,0,3
4567,93765,14760,5,69,18,240,229,0,1,0,1,0,4
4568,93766,18355,32,132,17,330,714,0,1,0,1,0,3
4569,93767,21989,25,138,21,240,317,0,1,0,1,0,3
4570,93768,7377,19,44,21,230,369,0,1,0,1,0,4
4571,93769,12144,4,7,14,230,781,0,1,0,1,0,4
4572,93770,2280,8,16,17,280,628,0,1,0,1,0,4
4573,93771,23109,8,125,25,280,628,1,0,0,1,0,3
4574,93772,24655,9,19,27,230,819,0,1,1,0,0,3
4575,93773,24651,1,1,19,360,990,0,1,0,1,0,3
4576,93774,16244,25,150,37,240,317,1,0,1,0,0,3
4577,93775,7355,8,125,26,280,628,1,0,0,0,1,3
4578,93776,3002,19,1,18,230,369,0,1,0,1,0,4
4579,93777,19913,11,41,14,250,180,0,1,0,1,0,4
4580,93778,15561,5,10,19,240,229,1,0,0,1,0,4
4581,93779,24901,8,125,40,280,628,1,0,1,0,0,3
4582,93780,7592,8,16,29,280,628,0,1,0,0,1,3
4583,93781,22488,11,40,18,250,180,0,1,0,1,0,4
4584,93782,4930,5,10,18,240,229,0,1,0,1,0,4
4585,93783,3286,31,153,40,230,156,0,1,0,0,1,3
4586,93784,23572,5,109,22,240,229,1,0,0,0,1,2
4587,93785,8208,19,144,31,230,369,0,1,0,0,1,3
4588,93786,27088,25,61,33,240,317,1,0,1,0,0,2
4589,93787,347,19,144,21,230,369,1,0,0,1,0,2
4590,93788,5106,8,101,19,280,628,0,1,0,1,0,4
4591,93789,15709,21,123,25,320,909,0,1,1,0,0,3
4592,93790,10423,31,85,33,230,156,0,1,0,0,1,3
4593,93791,21262,4,64,26,230,781,0,1,1,0,0,3
4594,93792,23778,1,15,38,360,990,1,0,1,0,0,3
4595,93793,2712,19,45,19,230,369,0,1,0,1,0,4
4596,93794,22569,34,115,29,230,840,1,0,0,0,1,1
4597,93795,2040,8,67,19,280,628,1,0,0,1,0,3
4598,93796,5566,19,144,45,230,369,0,1,0,0,1,3
4599,93797,25957,34,96,39,230,840,1,0,1,0,0,2
4600,93798,23561,4,64,19,230,781,1,0,0,1,0,2
4601,93799,25521,16,98,11,270,462,0,1,0,1,0,4
4602,93800,13432,19,1,24,230,369,1,0,1,0,0,2
4603,93801,9104,5,155,23,240,229,0,1,1,0,0,3
4604,93802,23306,25,150,15,240,317,0,1,0,1,0,4
4605,93803,25192,12,42,21,180,138,0,1,0,0,1,3
4606,93804,1890,8,110,16,280,628,0,1,0,1,0,4
4607,93805,2502,25,150,25,240,317,0,1,1,0,0,3
4608,93806,14346,8,146,24,280,628,0,1,1,0,0,3
4609,93807,27457,19,121,29,230,369,1,0,0,0,1,3
4610,93808,3,5,109,17,240,229,0,1,0,1,0,4
4611,93809,19909,32,132,37,330,714,1,0,0,0,1,3
4612,93810,26092,19,45,16,230,369,0,1,0,1,0,4
4613,93811,15817,5,54,17,240,229,0,1,0,1,0,4
4614,93812,22626,11,41,24,250,180,1,0,1,0,0,3
4615,93813,7927,11,77,32,250,180,0,1,0,0,1,3
4616,93814,14804,5,9,37,240,229,0,1,1,0,0,3
4617,93815,7893,34,114,19,230,840,0,1,0,1,0,4
4618,93816,3593,12,162,34,180,138,1,0,1,0,0,3
4619,93817,1456,21,123,50,320,909,0,1,0,0,1,3
4620,93818,3702,34,94,26,230,840,1,0,1,0,0,3
4621,93819,2959,8,74,39,280,628,0,1,1,0,0,3
4622,93820,6981,16,97,17,270,462,1,0,0,1,0,4
4623,93821,25129,10,21,30,210,44,0,1,0,0,1,3
4624,93822,21422,16,97,35,270,462,1,0,1,0,0,3
4625,93823,15243,21,129,29,320,909,1,0,1,0,0,3
4626,93824,22916,4,64,34,230,781,0,1,0,0,1,3
4627,93825,9255,11,66,31,250,180,1,0,1,0,0,3
4628,93826,22821,9,18,40,230,819,0,1,1,0,0,3
4629,93827,15225,8,39,14,280,628,1,0,0,1,0,3
4630,93828,18190,19,1,14,230,369,1,0,0,1,0,2
4631,93829,17427,32,133,35,330,714,0,1,1,0,0,3
4632,93830,21969,25,150,22,240,317,0,1,0,1,0,4
4633,93831,9824,18,43,45,180,444,1,0,0,0,1,3
4634,93832,9853,12,25,17,180,138,0,1,0,1,0,4
4635,93833,2106,5,158,15,240,229,0,1,0,1,0,4
4636,93834,6650,34,114,21,230,840,0,1,0,1,0,4
4637,93835,21037,11,40,32,250,180,0,1,1,0,0,3
4638,93836,10427,4,64,31,230,781,1,0,1,0,0,3
4639,93837,15070,8,101,20,280,628,1,0,0,0,1,3
4640,93838,19673,4,6,22,230,781,0,1,0,1,0,4
4641,93839,10591,25,138,21,240,317,0,1,1,0,0,3
4642,93840,3067,8,74,20,280,628,0,1,0,1,0,4
4643,93841,8305,5,10,28,240,229,0,1,0,0,1,3
4644,93842,3265,25,150,38,240,317,1,0,1,0,0,3
4645,93843,23071,32,92,30,330,714,1,0,1,0,0,3
4646,93844,24880,16,34,37,270,462,0,1,0,0,1,3
4647,93845,26255,5,169,11,240,229,1,0,0,1,0,2
4648,93846,21208,4,7,13,230,781,0,1,0,1,0,4
4649,93847,2722,11,23,15,250,180,1,0,0,1,0,4
4650,93848,4779,5,90,42,240,229,0,1,0,0,1,3
4651,93849,13457,8,39,21,280,628,1,0,0,1,0,4
4652,93850,10500,11,40,27,250,180,1,0,0,0,1,3
4653,93851,6164,21,122,18,320,909,0,1,0,1,0,3
4654,93852,435,19,144,43,230,369,0,1,1,0,0,3
4655,93853,15152,9,142,13,230,819,0,1,0,1,0,4
4656,93854,27068,8,16,18,280,628,1,0,0,1,0,3
4657,93855,23848,19,1,16,230,369,0,1,0,1,0,3
4658,93856,27445,19,44,14,230,369,0,1,0,1,0,3
4659,93857,23238,34,115,27,230,840,0,1,0,0,1,3
4660,93858,18037,18,43,15,180,444,0,1,0,1,0,4
4661,93859,8401,4,7,43,230,781,0,1,0,0,1,3
4662,93860,16855,42,136,38,290,689,0,1,1,0,0,3
4663,93861,23110,34,94,21,230,840,1,0,0,1,0,2
4664,93862,8598,21,143,38,320,909,0,1,0,0,1,3
4665,93863,8141,25,150,22,240,317,0,1,0,0,1,3
4666,93864,1094,19,121,20,230,369,0,1,0,1,0,4
4667,93865,220,11,22,41,250,180,0,1,1,0,0,3
4668,93866,23880,25,150,26,240,317,1,0,1,0,0,3
4669,93867,511,11,66,18,250,180,0,1,0,1,0,4
4670,93868,13588,5,87,15,240,229,0,1,0,1,0,4
4671,93869,19533,25,140,36,240,317,0,1,1,0,0,3
4672,93870,1101,19,144,39,230,369,0,1,0,0,1,3
4673,93871,495,5,78,20,240,229,1,0,0,1,0,2
4674,93872,24103,18,43,18,180,444,1,0,0,1,0,2
4675,93873,9659,4,64,36,230,781,0,1,1,0,0,3
4676,93874,14266,5,172,48,240,229,0,1,1,0,0,3
4677,93875,14007,8,17,33,280,628,1,0,1,0,0,3
4678,93876,25621,25,138,14,240,317,0,1,0,1,0,4
4679,93877,1033,4,8,29,230,781,0,1,1,0,0,3
4680,93878,22127,4,64,43,230,781,0,1,1,0,0,3
4681,93879,20824,8,146,33,280,628,1,0,1,0,0,3
4682,93880,21518,5,109,13,240,229,0,1,0,1,0,4
4683,93881,24383,31,153,24,230,156,0,1,0,1,0,4
4684,93882,15127,7,28,22,160,467,1,0,0,0,1,3
4685,93883,11328,5,68,30,240,229,1,0,1,0,0,3
4686,93884,20900,1,1,30,360,990,0,1,1,0,0,3
4687,93885,24329,19,121,15,230,369,1,0,0,1,0,2
4688,93886,12884,4,8,24,230,781,1,0,0,0,1,2
4689,93887,3748,19,45,27,230,369,0,1,0,1,0,3
4690,93888,10830,31,160,32,230,156,0,1,1,0,0,3
4691,93889,12972,25,150,34,240,317,1,0,1,0,0,3
4692,93890,2798,12,24,17,180,138,1,0,0,1,0,4
4693,93891,25287,21,123,38,320,909,1,0,0,0,1,3
4694,93892,27306,4,7,48,230,781,0,1,0,0,1,3
4695,93893,1054,11,40,23,250,180,0,1,0,1,0,4
4696,93894,23608,5,10,17,240,229,1,0,0,1,0,3
4697,93895,15666,4,6,22,230,781,0,1,0,1,0,4
4698,93896,24524,19,46,15,230,369,0,1,0,1,0,3
4699,93897,1302,8,74,40,280,628,0,1,1,0,0,3
4700,93898,9646,19,1,13,230,369,0,1,0,1,0,4
4701,93899,6473,19,144,20,230,369,0,1,0,1,0,4
4702,93900,344,42,135,20,290,689,1,0,0,1,0,2
4703,93901,23827,16,137,26,270,462,1,0,0,0,1,3
4704,93902,5142,25,150,34,240,317,1,0,1,0,0,3
4705,93903,10741,9,19,13,230,819,1,0,0,1,0,4
4706,93904,18447,8,125,35,280,628,0,1,1,0,0,3
4707,93905,23194,16,35,17,270,462,0,1,0,1,0,3
4708,93906,575,8,125,15,280,628,1,0,0,1,0,3
4709,93907,9216,12,30,15,180,138,1,0,0,1,0,4
4710,93908,24071,8,17,51,280,628,1,0,0,0,1,3
4711,93909,19527,18,59,34,180,444,1,0,1,0,0,3
4712,93910,14918,4,6,34,230,781,1,0,0,0,1,2
4713,93911,1415,11,41,16,250,180,0,1,0,1,0,4
4714,93912,9038,25,61,16,240,317,1,0,0,1,0,2
4715,93913,9691,5,163,24,240,229,0,1,0,1,0,4
4716,93914,21592,4,6,31,230,781,0,1,1,0,0,3
4717,93915,2211,8,39,31,280,628,0,1,0,0,1,3
4718,93916,12313,42,134,16,290,689,1,0,0,1,0,2
4719,93917,5043,4,99,37,230,781,1,0,1,0,0,3
4720,93918,26282,19,44,30,230,369,1,0,1,0,0,2
4721,93919,18361,5,80,16,240,229,0,1,0,1,0,4
4722,93920,15706,11,41,37,250,180,0,1,1,0,0,3
4723,93921,14001,13,26,34,340,628,1,0,0,0,1,3
4724,93922,6327,29,156,37,260,52,0,1,1,0,0,3
4725,93923,13751,32,145,34,330,714,1,0,1,0,0,3
4726,93924,14197,4,6,20,230,781,1,0,0,1,0,2
4727,93925,19889,8,67,14,280,628,1,0,0,1,0,3
4728,93926,13336,15,32,12,340,662,0,1,0,1,0,3
4729,93927,18975,42,134,24,290,689,1,0,0,1,0,2
4730,93928,13749,34,95,35,230,840,0,1,1,0,0,3
4731,93929,3277,11,40,33,250,180,1,0,0,0,1,3
4732,93930,3995,5,72,33,240,229,1,0,1,0,0,3
4733,93931,24580,32,133,36,330,714,1,0,0,0,1,3
4734,93932,4968,34,95,20,230,840,0,1,0,1,0,4
4735,93933,16176,34,115,17,230,840,0,1,0,1,0,3
4736,93934,7248,5,91,31,240,229,0,1,0,0,1,3
4737,93935,12040,16,97,28,270,462,1,0,1,0,0,3
4738,93936,12107,5,69,33,240,229,1,0,1,0,0,3
4739,93937,9522,21,123,33,320,909,0,1,1,0,0,3
4740,93938,12778,4,6,15,230,781,0,1,0,1,0,4
4741,93939,6501,19,121,18,230,369,0,1,0,1,0,4
4742,93940,17018,4,7,21,230,781,0,1,0,1,0,4
4743,93941,26172,19,121,32,230,369,1,0,1,0,0,3
4744,93942,19495,19,46,35,230,369,1,0,1,0,0,3
4745,93943,19330,34,95,15,230,840,1,0,0,1,0,2
4746,93944,16527,18,43,15,180,444,0,1,0,1,0,4
4747,93945,26704,8,125,33,280,628,1,0,1,0,0,3
4748,93946,22134,8,146,11,280,628,0,1,0,1,0,4
4749,93947,20019,19,144,27,230,369,0,1,0,0,1,3
4750,93948,13338,12,25,23,180,138,1,0,0,1,0,4
4751,93949,26481,34,114,24,230,840,1,0,1,0,0,2
4752,93950,5965,42,134,14,290,689,1,0,0,1,0,2
4753,93951,17565,4,6,13,230,781,0,1,0,1,0,4
4754,93952,13185,19,45,20,230,369,1,0,0,1,0,4
4755,93953,22274,4,8,29,230,781,1,0,1,0,0,2
4756,93954,25967,8,74,29,280,628,1,0,1,0,0,3
4757,93955,27528,29,81,28,260,52,0,1,1,0,0,3
4758,93956,10793,5,87,28,240,229,0,1,0,0,1,3
4759,93957,24608,21,129,18,320,909,0,1,0,0,1,3
4760,93958,12114,11,22,39,250,180,1,0,1,0,0,3
4761,93959,18175,8,67,17,280,628,0,1,0,1,0,3
4762,93960,15853,19,121,24,230,369,0,1,0,1,0,4
4763,93961,25462,11,41,35,250,180,0,1,1,0,0,3
4764,93962,23273,11,40,18,250,180,0,1,0,1,0,3
4765,93963,26121,8,100,17,280,628,1,0,0,1,0,3
4766,93964,14294,8,16,12,280,628,0,1,0,1,0,4
4767,93965,7709,5,87,34,240,229,1,0,1,0,0,3
4768,93966,14562,8,17,27,280,628,1,0,1,0,0,3
4769,93967,4846,11,41,25,250,180,0,1,0,0,1,3
4770,93968,10651,16,34,18,270,462,1,0,0,0,1,3
4771,93969,748,4,6,34,230,781,1,0,0,0,1,2
4772,93970,12809,16,35,39,270,462,1,0,0,0,1,3
4773,93971,21045,25,150,33,240,317,1,0,1,0,0,3
4774,93972,25524,16,97,12,270,462,0,1,0,1,0,4
4775,93973,12607,25,150,32,240,317,1,0,1,0,0,3
4776,93974,25147,13,27,17,340,628,0,1,0,1,0,4
4777,93975,25643,5,55,27,240,229,0,1,0,0,1,3
4778,93976,19033,32,133,14,330,714,0,1,0,1,0,3
4779,93977,100,10,159,28,210,44,1,0,1,0,0,3
4780,93978,25657,19,1,38,230,369,1,0,0,0,1,3
4781,93979,17899,46,173,21,190,840,1,0,0,1,0,3
4782,93980,18633,19,1,27,230,369,1,0,0,0,1,3
4783,93981,9267,32,133,26,330,714,0,1,0,0,1,3
4784,93982,23263,5,168,11,240,229,0,1,0,1,0,4
4785,93983,9764,9,19,24,230,819,1,0,1,0,0,4
4786,93984,17655,8,67,15,280,628,0,1,0,1,0,3
4787,93985,10045,4,99,23,230,781,0,1,1,0,0,3
4788,93986,18075,8,146,26,280,628,0,1,0,0,1,3
4789,93987,26784,16,97,31,270,462,1,0,0,0,1,3
4790,93988,2020,16,35,43,270,462,0,1,0,0,1,3
4791,93989,3866,25,150,20,240,317,0,1,0,1,0,4
4792,93990,7046,11,66,41,250,180,1,0,1,0,0,3
4793,93991,5392,13,26,42,340,628,0,1,1,0,0,3
4794,93992,24676,7,13,27,160,467,1,0,1,0,0,3
4795,93993,1750,16,137,18,270,462,0,1,0,1,0,4
4796,93994,13425,16,35,16,270,462,1,0,0,1,0,4
4797,93995,26686,8,146,18,280,628,1,0,0,1,0,4
4798,93996,17317,5,90,15,240,229,0,1,0,1,0,4
4799,93997,14985,18,58,31,180,444,0,1,1,0,0,3
4800,93998,5093,5,87,17,240,229,1,0,0,1,0,4
4801,93999,25955,7,28,33,160,467,0,1,1,0,0,3
4802,94000,16489,15,33,14,340,662,1,0,0,1,0,3
4803,94001,5287,13,26,39,340,628,0,1,0,0,1,3
4804,94002,17121,25,139,33,240,317,0,1,1,0,0,3
4805,94003,26278,34,114,13,230,840,0,1,0,1,0,2
4806,94004,5723,5,109,14,240,229,1,0,0,1,0,4
4807,94005,3340,11,77,20,250,180,1,0,0,1,0,2
4808,94006,1155,34,96,20,230,840,1,0,0,1,0,2
4809,94007,5781,5,163,21,240,229,0,1,0,1,0,4
4810,94008,26944,5,10,46,240,229,1,0,1,0,0,4
4811,94009,13362,34,115,15,230,840,0,1,0,1,0,4
4812,94010,5949,19,44,14,230,369,0,1,0,1,0,4
4813,94011,22575,8,16,17,280,628,0,1,0,1,0,4
4814,94012,13681,4,64,23,230,781,0,1,0,1,0,4
4815,94013,21489,16,137,33,270,462,1,0,1,0,0,3
4816,94014,17445,11,77,15,250,180,1,0,0,1,0,2
4817,94015,3031,25,138,28,240,317,0,1,1,0,0,3
4818,94016,1864,16,34,22,270,462,0,1,0,1,0,4
4819,94017,18276,12,30,17,180,138,1,0,0,1,0,4
4820,94018,25475,16,137,23,270,462,0,1,0,1,0,3
4821,94019,3912,8,100,16,280,628,0,1,0,1,0,3
4822,94020,12450,5,109,13,240,229,0,1,0,1,0,4
4823,94021,26809,19,45,18,230,369,1,0,0,1,0,2
4824,94022,22440,5,80,34,240,229,1,0,1,0,0,3
4825,94023,11370,8,67,19,280,628,0,1,0,1,0,4
4826,94024,24808,5,9,21,240,229,0,1,0,0,1,3
4827,94025,23965,5,118,35,240,229,0,1,0,0,1,3
4828,94026,18951,11,41,25,250,180,1,0,0,1,0,3
4829,94027,7133,5,10,19,240,229,0,1,0,1,0,4
4830,94028,9903,19,1,32,230,369,0,1,0,0,1,3
4831,94029,14073,18,58,25,180,444,1,0,1,0,0,3
4832,94030,5091,12,88,37,180,138,0,1,1,0,0,3
4833,94031,26086,25,62,19,240,317,0,1,0,1,0,3
4834,94032,11829,8,146,23,280,628,0,1,0,0,1,3
4835,94033,14316,32,133,22,330,714,1,0,0,0,1,3
4836,94034,6227,16,137,18,270,462,1,0,0,1,0,4
4837,94035,6247,21,143,22,320,909,0,1,0,1,0,4
4838,94036,11281,16,98,20,270,462,1,0,0,1,0,4
4839,94037,8868,8,39,28,280,628,0,1,1,0,0,3
4840,94038,14524,42,134,28,290,689,1,0,1,0,0,2
4841,94039,21806,12,30,38,180,138,0,1,1,0,0,3
4842,94040,13104,19,144,13,230,369,0,1,0,1,0,4
4843,94041,10633,34,96,14,230,840,0,1,0,1,0,4
4844,94042,24426,4,99,25,230,781,0,1,0,1,0,3
4845,94043,9612,16,35,23,270,462,0,1,0,0,1,3
4846,94044,3132,13,27,32,340,628,0,1,1,0,0,3
4847,94045,5820,32,145,18,330,714,1,0,0,1,0,2
4848,94046,17872,4,8,22,230,781,0,1,0,1,0,4
4849,94047,13468,16,97,23,270,462,0,1,0,1,0,4
4850,94048,2611,9,19,23,230,819,0,1,0,1,0,4
4851,94049,6581,4,64,14,230,781,0,1,0,1,0,4
4852,94050,10545,4,7,18,230,781,0,1,0,1,0,4
4853,94051,12495,25,61,18,240,317,1,0,0,1,0,2
4854,94052,8341,19,45,14,230,369,1,0,0,1,0,3
4855,94053,22789,11,77,20,250,180,0,1,0,1,0,3
4856,94054,209,16,35,18,270,462,1,0,0,1,0,4
4857,94055,6107,8,39,21,280,628,1,0,0,1,0,4
4858,94056,12302,1,2,22,360,990,0,1,0,0,1,3
4859,94057,926,15,33,41,340,662,0,1,1,0,0,3
4860,94058,3075,31,151,18,230,156,0,1,0,1,0,4
4861,94059,19794,34,96,13,230,840,1,0,0,1,0,2
4862,94060,13362,32,132,15,330,714,0,1,0,1,0,3
4863,94061,21307,11,23,15,250,180,1,0,0,1,0,2
4864,94062,17849,31,152,18,230,156,0,1,0,1,0,4
4865,94063,16422,19,45,20,230,369,0,1,0,0,1,3
4866,94064,5022,8,146,32,280,628,0,1,1,0,0,3
4867,94065,9319,25,138,22,240,317,1,0,0,1,0,2
4868,94066,13074,15,33,29,340,662,0,1,0,0,1,3
4869,94067,26857,29,156,16,260,52,0,1,0,1,0,2
4870,94068,13002,11,40,22,250,180,1,0,0,1,0,4
4871,94069,4181,5,163,32,240,229,0,1,1,0,0,3
4872,94070,24568,18,43,29,180,444,1,0,1,0,0,2
4873,94071,17623,5,172,27,240,229,1,0,1,0,0,2
4874,94072,25296,11,40,21,250,180,0,1,0,1,0,4
4875,94073,20992,11,40,29,250,180,0,1,1,0,0,3
4876,94074,1816,25,138,24,240,317,1,0,0,1,0,2
4877,94075,21144,16,35,18,270,462,1,0,0,1,0,3
4878,94076,7634,31,160,26,230,156,0,1,1,0,0,3
4879,94077,26600,11,23,17,250,180,1,0,0,1,0,3
4880,94078,11202,8,101,37,280,628,0,1,0,0,1,3
4881,94079,489,1,15,28,360,990,1,0,1,0,0,2
4882,94080,23283,4,99,32,230,781,1,0,1,0,0,2
4883,94081,15873,34,114,34,230,840,1,0,1,0,0,2
4884,94082,3776,4,7,28,230,781,0,1,1,0,0,3
4885,94083,2027,42,134,22,290,689,1,0,0,1,0,2
4886,94084,18243,5,90,36,240,229,1,0,1,0,0,3
4887,94085,16506,7,13,19,160,467,1,0,0,1,0,4
4888,94086,26764,13,29,22,340,628,1,0,0,1,0,3
4889,94087,5836,5,119,21,240,229,0,1,0,1,0,4
4890,94088,6862,16,35,13,270,462,1,0,0,1,0,4
4891,94089,8992,18,58,17,180,444,1,0,0,1,0,2
4892,94090,5209,4,7,35,230,781,1,0,1,0,0,2
4893,94091,1292,5,10,20,240,229,0,1,1,0,0,4
4894,94092,2323,5,109,26,240,229,1,0,0,1,0,3
4895,94093,16248,31,151,22,230,156,0,1,0,1,0,4
4896,94094,277,9,142,16,230,819,0,1,0,1,0,4
4897,94095,17769,8,110,21,280,628,0,1,0,1,0,3
4898,94096,1473,16,97,34,270,462,1,0,1,0,0,3
4899,94097,23223,12,30,22,180,138,0,1,1,0,0,3
4900,94098,2267,25,140,32,240,317,1,0,1,0,0,1
4901,94099,23614,5,9,30,240,229,0,1,0,0,1,3
4902,94100,2600,8,67,21,280,628,1,0,0,0,1,3
4903,94101,1638,25,62,47,240,317,1,0,0,0,1,2
4904,94102,3888,16,137,26,270,462,0,1,1,0,0,3
4905,94103,15091,32,145,10,330,714,1,0,0,1,0,2
4906,94104,11175,19,44,24,230,369,1,0,0,0,1,3
4907,94105,10093,8,110,18,280,628,1,0,0,1,0,3
4908,94106,14629,11,66,23,250,180,0,1,0,0,1,3
4909,94107,11532,5,163,30,240,229,1,0,1,0,0,3
4910,94108,2126,32,145,16,330,714,0,1,0,1,0,4
4911,94109,19877,34,94,16,230,840,1,0,0,1,0,2
4912,94110,7455,5,119,19,240,229,0,1,0,1,0,4
4913,94111,10480,31,85,25,230,156,0,1,0,1,0,4
4914,94112,16830,11,40,35,250,180,0,1,1,0,0,3
4915,94113,10956,8,74,17,280,628,1,0,0,1,0,3
4916,94114,23885,16,97,17,270,462,0,1,0,1,0,3
4917,94115,21774,16,34,49,270,462,0,1,0,0,1,3
4918,94116,4207,19,1,34,230,369,1,0,1,0,0,3
4919,94117,9787,5,172,24,240,229,0,1,0,1,0,4
4920,94118,19534,19,44,14,230,369,0,1,0,1,0,4
4921,94119,15857,19,121,26,230,369,1,0,0,0,1,3
4922,94120,7760,32,92,19,330,714,0,1,0,1,0,4
4923,94121,6422,5,118,25,240,229,0,1,0,1,0,4
4924,94122,4427,4,64,21,230,781,0,1,0,1,0,4
4925,94123,15823,34,94,22,230,840,1,0,1,0,0,2
4926,94124,3741,42,136,12,290,689,0,1,0,1,0,3
4927,94125,26124,21,143,22,320,909,0,1,0,1,0,4
4928,94126,27484,31,151,24,230,156,0,1,1,0,0,3
4929,94127,9142,11,40,22,250,180,0,1,0,1,0,4
4930,94128,18390,10,159,34,210,44,1,0,1,0,0,3
4931,94129,19934,11,41,19,250,180,1,0,0,1,0,3
4932,94130,14443,25,61,14,240,317,1,0,0,1,0,2
4933,94131,15836,29,82,28,260,52,1,0,0,0,1,3
4934,94132,18128,25,139,20,240,317,1,0,0,1,0,2
4935,94133,15055,19,121,18,230,369,1,0,0,1,0,2
4936,94134,16676,25,61,14,240,317,0,1,0,1,0,4
4937,94135,3043,16,137,18,270,462,1,0,0,1,0,4
4938,94136,12816,25,138,17,240,317,1,0,0,1,0,2
4939,94137,22524,16,98,24,270,462,0,1,0,1,0,3
4940,94138,24343,5,90,34,240,229,0,1,1,0,0,3
4941,94139,6979,25,138,37,240,317,0,1,0,0,1,3
4942,94140,8125,19,121,34,230,369,1,0,1,0,0,3
4943,94141,20109,4,8,42,230,781,0,1,1,0,0,3
4944,94142,9788,4,7,24,230,781,0,1,0,1,0,4
4945,94143,3241,15,113,20,340,662,0,1,0,1,0,4
4946,94144,12036,19,46,37,230,369,1,0,1,0,0,3
4947,94145,5503,5,68,13,240,229,1,0,0,1,0,3
4948,94146,17898,25,140,10,240,317,0,1,0,1,0,4
4949,94147,20786,15,33,14,340,662,0,1,0,1,0,3
4950,94148,4191,4,8,20,230,781,1,0,0,1,0,2
4951,94149,350,25,139,16,240,317,1,0,0,1,0,2
4952,94150,4902,5,9,18,240,229,1,0,0,1,0,4
4953,94151,9842,19,144,29,230,369,1,0,0,0,1,3
4954,94152,8369,4,6,18,230,781,0,1,0,1,0,4
4955,94153,14664,25,62,30,240,317,0,1,0,0,1,3
4956,94154,12567,34,114,18,230,840,0,1,0,1,0,4
4957,94155,4098,19,46,38,230,369,0,1,1,0,0,3
4958,94156,10309,15,32,25,340,662,1,0,0,1,0,3
4959,94157,17825,4,8,34,230,781,1,0,0,0,1,2
